Ticket_ID,Subject,Description,Category,Priority
TKT-00508,Critical data loss after the latest update. We need recovery...,Critical data loss after the latest update. We need recovery immediately.,Technical,High
TKT-00509,Please note: Integration with our CRM completely broke after...,Please note: Integration with our CRM completely broke after your last deployment.,Technical,High
TKT-00510,Reports show incorrect date ranges when timezone is set to U...,Reports show incorrect date ranges when timezone is set to UTC.,Technical,Medium
TKT-00511,Please prioritize this. The drag-and-drop feature stopped wo...,Please prioritize this. The drag-and-drop feature stopped working in the latest Chrome update.,Technical,Medium
TKT-00512,I want to downgrade my plan. Will I receive a prorated refun...,I want to downgrade my plan. Will I receive a prorated refund?,Billing,Medium
TKT-00513,"Also, Security vulnerability found. Sensitive customer data ...","Also, Security vulnerability found. Sensitive customer data may be exposed.",Technical,High
TKT-00514,Thanks in advance. Server returns 500 error on every API cal...,Thanks in advance. Server returns 500 error on every API call since this morning. Production blocked.,Technical,High
TKT-00515,Please note: Executive sponsor wants a migration timeline do...,Please note: Executive sponsor wants a migration timeline document before signing the PO.,General Inquiry,High
TKT-00516,Multi-factor authentication is broken; I cannot receive any ...,Multi-factor authentication is broken; I cannot receive any verification codes.,Account Access,High
TKT-00517,We've been waiting for days. What is the process for submitt...,We've been waiting for days. What is the process for submitting a feature request?,General Inquiry,Medium
TKT-00518,Where can I read your terms of service and privacy policy?,Where can I read your terms of service and privacy policy?,General Inquiry,Low
TKT-00519,Thanks in advance. Can you add keyboard shortcuts for the mo...,Thanks in advance. Can you add keyboard shortcuts for the most common actions?,Technical,Low
TKT-00520,Where can I find my account ID or customer number?,Where can I find my account ID or customer number?,Account Access,Low
TKT-00521,Can you explain the extra fee on my latest invoice?,Can you explain the extra fee on my latest invoice?,Billing,Medium
TKT-00522,FYI — Is there an API rate-limit increase available for our ...,FYI — Is there an API rate-limit increase available for our current plan? Thanks in advance. ,General Inquiry,Medium
TKT-00523,Looking forward to a quick resolution. I changed my email an...,Looking forward to a quick resolution. I changed my email and now I can't verify my identity.,Account Access,Medium
TKT-00524,The SLA breach count has exceeded the threshold. Requesting ...,The SLA breach count has exceeded the threshold. Requesting formal review. Thanks in advance. ,General Inquiry,High
TKT-00525,Thanks in advance. How do I disconnect a linked social media...,Thanks in advance. How do I disconnect a linked social media account?,Account Access,Low
TKT-00526,We've been waiting for days. What are the password complexit...,We've been waiting for days. What are the password complexity requirements?,Account Access,Low
TKT-00527,"By the way, I'm completely locked out after too many failed ...","By the way, I'm completely locked out after too many failed login attempts. Please unlock.",Account Access,High
TKT-00528,Integration with our CRM completely broke after your last de...,"Integration with our CRM completely broke after your last deployment. Hello, ",Technical,High
TKT-00529,"Hi team, Reports show incorrect date ranges when timezone is...","Hi team, Reports show incorrect date ranges when timezone is set to UTC.",Technical,Medium
TKT-00530,We've been waiting for days. Integration with our CRM comple...,We've been waiting for days. Integration with our CRM completely broke after your last deployment.,Technical,High
TKT-00531,"Hi team, What new features are planned for the next product ...","Hi team, What new features are planned for the next product release?",General Inquiry,Medium
TKT-00532,I forgot my password and the reset email goes to an old addr...,I forgot my password and the reset email goes to an old address.,Account Access,Medium
TKT-00533,I want to downgrade my plan. Will I receive a prorated refun...,I want to downgrade my plan. Will I receive a prorated refund?,Billing,Medium
TKT-00534,It would be nice to have dark mode support in the web app.,It would be nice to have dark mode support in the web app.,Technical,Low
TKT-00535,Integration with our CRM completely broke after your last de...,Integration with our CRM completely broke after your last deployment.,Technical,High
TKT-00536,Please prioritize this. The SLA breach count has exceeded th...,Please prioritize this. The SLA breach count has exceeded the threshold. Requesting formal review. Please prioritize this. ,General Inquiry,High
TKT-00537,We've been waiting for days. The dashboard loads very slowly...,We've been waiting for days. The dashboard loads very slowly — takes over 30 seconds every time.,Technical,Medium
TKT-00538,Server returns 500 error on every API call since this mornin...,Server returns 500 error on every API call since this morning. Production blocked.,Technical,High
TKT-00539,Appreciate your help. Someone changed my email address on fi...,Appreciate your help. Someone changed my email address on file. I think my account was hacked. We've been waiting for days. ,Account Access,High
TKT-00540,This is really frustrating. My admin privileges were revoked...,This is really frustrating. My admin privileges were revoked and I can no longer manage our team. This is really frustrating. ,Account Access,High
TKT-00541,Where can I find your community forum or user group?,Where can I find your community forum or user group?,General Inquiry,Low
TKT-00542,My credit card was billed $500 instead of $50. This is urgen...,"My credit card was billed $500 instead of $50. This is urgent, please fix now!",Billing,High
TKT-00543,Can you add an option to sort tickets by creation date in as...,Can you add an option to sort tickets by creation date in ascending order?,Technical,Low
TKT-00544,Where can I find the latest product documentation and releas...,Where can I find the latest product documentation and release notes?,General Inquiry,Medium
TKT-00545,Security vulnerability found. Sensitive customer data may be...,Security vulnerability found. Sensitive customer data may be exposed.,Technical,High
TKT-00546,Appreciate your help. How do I set up automatic payments for...,Appreciate your help. How do I set up automatic payments for my subscription? Please note: ,Billing,Low
TKT-00547,FYI — Where can I find your community forum or user group?,FYI — Where can I find your community forum or user group?,General Inquiry,Low
TKT-00548,We'd like to schedule a training session for our new team me...,We'd like to schedule a training session for our new team members.,General Inquiry,Medium
